Agency,Program Model,Division,Site Name,Address,Street Number,Street Direction,Street Name,Street Type,Address Line 2,City,State,ZIP,Phone Number,Phone Extension,Ward,Community Area,Community Area Number,X Coordinate,Y Coordinate,Latitude,Longitude,Location
The Salvation Army,Older Relatives Raising Children,Senior Services,The Salvation Army,4800 N MARINE DR,4800,N,MARINE,DR,,Chicago,IL,60640,7734335745,,46,UPTOWN,3,1170135.068916,1932107.5525052,41.9691991,-87.6497928,"(41.9691991, -87.6497928)"
White Crane Wellness Center,Health and Wellness Promotion,Senior Services,White Crane Wellness Center,1355 W FOSTER AVE,1355,W,FOSTER,AVE,,Chicago,IL,60640,7732719001,,47,UPTOWN,3,1166106.4800921,1934605.7450725,41.9761415,-87.6645341,"(41.9761415, -87.6645341)"
A Safe Haven Foundation,Industry-Specific Training and Placement Program,Workforce Services,A Safe Haven Foundation,2750 W ROOSEVELT RD,2750,W,ROOSEVELT,RD,,Chicago,IL,60608,773 4358428,,28,NORTH LAWNDALE,29,1157979.1583299,1894633.6042004,41.8666251,-87.6955148,"(41.8666251, -87.6955148)"
"Albany Park Community Center, Incorporated",Employment Preparation and Placement Program,Workforce Services,"Albany Park Community Center, Inc.",1945 W WILSON AVE,1945,W,WILSON,AVE,,Chicago,IL,60625,7734333263,,47,LINCOLN SQUARE,4,1162485.6650882,1930518.0180766,41.9650014,-87.6779643,"(41.9650014, -87.6779643)"
Austin Child Care Providers Network,Employment Preparation and Placement Program,Workforce Services,Austin Childcare Providers' Network,5701 W DIVISION ST,5701,W,DIVISION,ST,,Chicago,IL,60651,7733797627,,29,AUSTIN,25,1138112.627345,1907384.4907651,41.9019971,-87.7681396,"(41.9019971, -87.7681396)"
Casa Central Social Services Corporation,Industry-Specific Training and Placement Program,Workforce Services,Casa Central,1343 N CALIFORNIA AVE,1343,N,CALIFORNIA,AVE,,Chicago,IL,60622,7736452335,,26,WEST TOWN,24,1157520.701625,1908974.0468359,41.905986,-87.6968074,"(41.905986, -87.6968074)"
Center For Changing Lives,Employment Preparation and Placement Program,Workforce Services,Center for Changing Lives,1955 N ST. LOUIS AVE,1955,N,ST. LOUIS,AVE,,Chicago,IL,60647,7733421751,,26,LOGAN SQUARE,22,1152978.3561144,1913014.5330732,41.9171647,-87.7133858,"(41.9171647, -87.7133858)"
Center on Halsted,Industry-Specific Training and Placement Program,Workforce Services,Center on Halsted,3656 N HALSTED ST,3656,N,HALSTED,ST,,Chicago,IL,60613,773 4726469,,44,LAKE VIEW,6,1170223.6660419,1924734.840528,41.9489662,-87.6496833,"(41.9489662, -87.6496833)"
Chicago Federation of Labor WAC,Employment Preparation and Placement Program,Workforce Services,Chicago Federation of Labor Workers Assitance Com,130 E RANDOLPH ST,130,E,RANDOLPH,ST,2801 S Rockwell,Chicago,IL,60601,3125659561,,42,LOOP,32,1177602.4726021,1901333.8741553,41.8845884,-87.6232726,"(41.8845884, -87.6232726)"
Chicago Horticultural Society dba Chicago Botanic Garden,Transitional Jobs Program,Workforce Services,Chicago Horticultural Society/Chicago Botanic Garden,2600 W 26TH PLACE,2600,W,26TH,PLACE,,Chicago,IL,60022,8476507304,,12,SOUTH LAWNDALE,30,1159441.6835494,1886389.168486,41.8439716,-87.6903723,"(41.8439716, -87.6903723)"
Chicago House & Social Services Agency,Employment Preparation and Placement Program,Workforce Services,Chicago House and Social Service Agency,1925 N CLYBOURN AVE,1925,N,CLYBOURN,AVE,,Chicago,IL,60614,7732485200,302,43,LINCOLN PARK,7,1168469.8598491,1912729.2101317,41.9160604,-87.6564784,"(41.9160604, -87.6564784)"
Chicago Urban League,Employment Preparation and Placement Program,Workforce Services,Chicago Urban League,4510 S MICHIGAN AVE,4510,S,MICHIGAN,AVE,,Chicago,IL,60653,7732858827,,3,GRAND BOULEVARD,38,1177873.0751948,1875147.4453273,41.8127248,-87.6230742,"(41.8127248, -87.6230742)"
Chicago Women in Trades,Industry-Specific Training and Placement Program,Workforce Services,Chicago Women in Trades,2444 W 16TH ST,2444,W,16TH,ST,,Chicago,IL,60608,3129421444,109,28,NEAR WEST SIDE,28,1160165.3351516,1892035.5007565,41.8594508,-87.6875608,"(41.8594508, -87.6875608)"
Chinese American Service League,Employment Preparation and Placement Program,Workforce Services,Chinese American Service League (CASL),2141 S TAN CT,2141,S,TAN,CT,,Chicago,IL,60616,3127910509,,25,ARMOUR SQUARE,34,1174331.8372028,1890325.9409074,41.8544555,-87.6356112,"(41.8544555, -87.6356112)"
"Chinese Mutual Aid Association, Inc.",Employment Preparation and Placement Program,Workforce Services,Chinese Mutual Aid Association,1016 W ARGYLE ST,1016,W,ARGYLE,ST,,Chicago,IL,60640,7737842900,110,48,UPTOWN,3,1168523.3172155,1933629.7380667,41.9734112,-87.6556749,"(41.9734112, -87.6556749)"
Community Assistance Programs,Employment Preparation and Placement Program,Workforce Services,Community Assistance Programs - Cottage Grove,11715 S COTTAGE GROVE AVE,11715,S,COTTAGE GROVE,AVE,,Chicago,IL,60621,773 4681984,,9,RIVERDALE,54,1181651.4680263,1827188.8516518,41.6810346,-87.6106925,"(41.6810346, -87.6106925)"
Community Assistance Programs,Industry-Specific Training and Placement Program,Workforce Services,Community Assistance Programs - Cottage Grove,11715 S COTTAGE GROVE AVE,11715,S,COTTAGE GROVE,AVE,,Chicago,IL,60621,773 4681984,,9,RIVERDALE,54,1181651.4680263,1827188.8516518,41.6810346,-87.6106925,"(41.6810346, -87.6106925)"
Community Assistance Programs,Transitional Jobs Program,Workforce Services,Community Assistance Programs - Cottage Grove,11715 S COTTAGE GROVE AVE,11715,S,COTTAGE GROVE,AVE,,Chicago,IL,60621,773 4681984,,9,RIVERDALE,54,1181651.4680263,1827188.8516518,41.6810346,-87.6106925,"(41.6810346, -87.6106925)"
Employment & Employer Services,Employment Preparation and Placement Program,Workforce Services,Employment & Employer Services,208 S LASALLE ST,208,S,LASALLE,ST,1140 W 79th,Chicago,IL,60604,3124421151,,42,LOOP,32,1175125.0384255,1899317.0360139,41.8791099,-87.6324304,"(41.8791099, -87.6324304)"
Employment & Employer Services,Transitional Jobs Program,Workforce Services,Employment & Employer Services,208 S LASALLE ST,208,S,LASALLE,ST,1140 W 79th,Chicago,IL,60604,3124421151,,42,LOOP,32,1175125.0384255,1899317.0360139,41.8791099,-87.6324304,"(41.8791099, -87.6324304)"
Goldie's Place,Employment Preparation and Placement Program,Workforce Services,Goldie's Place,5705 N LINCOLN AVE,5705,N,LINCOLN,AVE,,Chicago,IL,60659,7732718922,,40,WEST RIDGE,2,1156865.9819324,1937840.2975262,41.9852102,-87.6984269,"(41.9852102, -87.6984269)"
Goodwill Industries Metro Chicago,Employment Preparation and Placement Program,Workforce Services,"Goodwill Industries of Metropolitan Chicago, Inc.",30 N RACINE AVE,30,N,RACINE,AVE,6054 S Westrn,Chicago,IL,60607,7736275765,,27,NEAR WEST SIDE,28,1168460.9236737,1900515.4379831,41.8825452,-87.656865,"(41.8825452, -87.656865)"
Greater West Town,Employment Preparation and Placement Program,Workforce Services,Greater West Town Community Development Project,500 N MILWAUKEE AVE,500,N,MILWAUKEE,AVE,,Chicago,IL,60612,310 4329595,247,27,WEST TOWN,24,1170911.3364948,1903669.3158663,41.8911463,-87.6477746,"(41.8911463, -87.6477746)"
Greater West Town,Industry-Specific Training and Placement Program,Workforce Services,Greater West Town Community Development Project,500 N MILWAUKEE AVE,500,N,MILWAUKEE,AVE,,Chicago,IL,60612,310 4329595,247,27,WEST TOWN,24,1170911.3364948,1903669.3158663,41.8911463,-87.6477746,"(41.8911463, -87.6477746)"
Greater West Town,Transitional Jobs Program,Workforce Services,Greater West Town Community Development Project,500 N MILWAUKEE AVE,500,N,MILWAUKEE,AVE,,Chicago,IL,60612,310 4329595,247,27,WEST TOWN,24,1170911.3364948,1903669.3158663,41.8911463,-87.6477746,"(41.8911463, -87.6477746)"
Greater West Town,Transitional Jobs Program,Workforce Services,Greater West Town Community Development Project,790 N MILWAUKEE AVE,790,N,MILWAUKEE,AVE,,Chicago,IL,60642,312 43295,247,27,WEST TOWN,24,1168852.3978826,1905426.0343212,41.8960117,-87.6552851,"(41.8960117, -87.6552851)"
Growing Home Inc,Transitional Jobs Program,Workforce Services,Growing Home Inc,5814 S WOOD ST,5814,S,WOOD,ST,,Chicago,IL,60614,773 5491336,,15,WEST ENGLEWOOD,67,1165305.5462363,1866050.2727799,41.7880369,-87.6694298,"(41.7880369, -87.6694298)"
Heartland Human Care Services Inc,Transitional Jobs Program,Workforce Services,"Heartland Human Care Services, Inc.",400 W 76TH ST,400,W,76TH,ST,407 N. Kedzie,Chicago,IL,60636,312 8704938,,6,GREATER GRAND CROSSING,69,1174924.165057,1854583.8547936,41.7563625,-87.6345038,"(41.7563625, -87.6345038)"
Howard Area Community Center,Community Re-Entry Support Centers,Workforce Services,Howard Area Community Center,7648 N PAULINA ST,7648,N,PAULINA,ST,,Chicago,IL,60626,773 2626622,,49,ROGERS PARK,1,1163617.0055717,1950864.6773479,42.0208094,-87.673228,"(42.0208094, -87.673228)"
Howard Area Community Center,Employment Preparation and Placement Program,Workforce Services,Howard Area Community Center,7648 N PAULINA ST,7648,N,PAULINA,ST,,Chicago,IL,60626,773 2626622,,49,ROGERS PARK,1,1163617.0055717,1950864.6773479,42.0208094,-87.673228,"(42.0208094, -87.673228)"
Inspiration Corporation,Employment Preparation and Placement Program,Workforce Services,Inspiration Corporation,4554 N BROADWAY AVE,4554,N,BROADWAY,AVE,,Chicago,IL,60640,773 8780981,205,46,UPTOWN,3,1168076.5905572,1930575.1127595,41.9650388,-87.6574062,"(41.9650388, -87.6574062)"
Inspiration Corporation,Transitional Jobs Program,Workforce Services,Inspiration Corporation,4554 N BROADWAY AVE,4554,N,BROADWAY,AVE,,Chicago,IL,60640,773 8780981,205,46,UPTOWN,3,1168076.5905572,1930575.1127595,41.9650388,-87.6574062,"(41.9650388, -87.6574062)"
Institute for Latino Progress DBA Instituto Del Progreso Latino,Employment Preparation and Placement Program,Workforce Services,Instituto Del Progreso Latino,2520 S WESTERN AVE,2520,S,WESTERN,AVE,4600 S Wood,Chicago,IL,60608,7738900055,,25,LOWER WEST SIDE,31,1160731.0556449,1887121.0780816,41.8459534,-87.6856203,"(41.8459534, -87.6856203)"
Jane Addams Resource Corporation,Industry-Specific Training and Placement Program,Workforce Services,Jane Addams Resource Corporation,4432 N RAVENSWOOD AVE,4432,N,RAVENSWOOD,AVE,,Chicago,IL,60640,7737517115,,47,LINCOLN SQUARE,4,1163381.1512347,1929617.3090283,41.9625109,-87.6746972,"(41.9625109, -87.6746972)"
Jewish Vocational Service,Employment Preparation and Placement Program,Workforce Services,Jewish Vocational Services,216 W JACKSON BLVD,216,W,JACKSON,BLVD,909 W Wilson,Chicago,IL,60606,312 6733404,,42,LOOP,32,1174632.8618639,1898989.8885292,41.8782232,-87.6342474,"(41.8782232, -87.6342474)"
Korean American Community Services,Employment Preparation and Placement Program,Workforce Services,Korean American Community Services,4300 N CALIFORNIA AVE,4300,N,CALIFORNIA,AVE,,Chicago,IL,60618,7735835501,121,33,IRVING PARK,16,1156899.3812498,1928470.4262861,41.9594981,-87.6985595,"(41.9594981, -87.6985595)"
Local Initiative Support Corporation (LISC),Employment Preparation and Placement Program,Workforce Services,Local Initiatives Support Corporation (Central State SER),3948 W 26TH ST,3948,W,26TH,ST,,Chicago,IL,60623,7735429030,,22,SOUTH LAWNDALE,30,1150267.8389118,1886467.0646997,41.8443689,-87.7240368,"(41.8443689, -87.7240368)"
Local Initiative Support Corporation (LISC),Employment Preparation and Placement Program,Workforce Services,Local Initiatives Support Corporation (Jane Addams Resource Corporation),4432 N RAVENSWOOD AVE,4432,N,RAVENSWOOD,AVE,,Chicago,IL,60640,7737517122,,47,LINCOLN SQUARE,4,1163381.1512347,1929617.3090283,41.9625109,-87.6746972,"(41.9625109, -87.6746972)"
Local Initiative Support Corporation (LISC),Employment Preparation and Placement Program,Workforce Services,Local Initiatives Support Corporation (North Lawndale Employment Network),3726 W FLOURNOY ST,3726,W,FLOURNOY,ST,,Chicago,IL,60624,7736381086,,24,EAST GARFIELD PARK,27,1151501.7719038,1896812.2262262,41.8727331,-87.7192369,"(41.8727331, -87.7192369)"
Local Initiative Support Corporation (LISC),Employment Preparation and Placement Program,Workforce Services,Local Initiatives Support Corporation (The CARA Program),4655 S DR MARTIN LUTHER KING JR DR,4655,S,DR MARTIN LUTHER KING JR,DR,,Chicago,IL,60661,312 7983336,,3,GRAND BOULEVARD,38,1179689.380591,1874011.7582195,41.809567,-87.6164468,"(41.809567, -87.6164468)"
McDermott Center dba Haymarket Center,Employment Preparation and Placement Program,Workforce Services,McDermott Center dba Haymarket Center,932 W WASHINGTON BLVD,932,W,WASHINGTON,BLVD,,Chicago,IL,60607,312 2267984,419,27,NEAR WEST SIDE,28,1170066.2629102,1900764.1187008,41.8831927,-87.650963,"(41.8831927, -87.650963)"
McDermott Center dba Haymarket Center,Transitional Jobs Program,Workforce Services,McDermott Center dba Haymarket Center,932 W WASHINGTON BLVD,932,W,WASHINGTON,BLVD,,Chicago,IL,60607,312 2267984,419,27,NEAR WEST SIDE,28,1170066.2629102,1900764.1187008,41.8831927,-87.650963,"(41.8831927, -87.650963)"
Metropolitan Family Services,Employment Preparation and Placement Program,Workforce Services,Metropolitian Family Services,6343 S HALSTED ST,6343,S,HALSTED,ST,,Chicago,IL,60621,773 3713625,,20,ENGLEWOOD,68,1172102.6265352,1862618.4804479,41.7784729,-87.6446084,"(41.7784729, -87.6446084)"
Metropolitan Family Services,Transitional Jobs Program,Workforce Services,Metropolitian Family Services,6343 S HALSTED ST,6343,S,HALSTED,ST,,Chicago,IL,60621,773 3713625,,20,ENGLEWOOD,68,1172102.6265352,1862618.4804479,41.7784729,-87.6446084,"(41.7784729, -87.6446084)"
National Able Network,Transitional Jobs Program,Workforce Services,"National Able Network, Inc.",567 W LAKE ST,567,W,LAKE,ST,,Chicago,IL,60661,312 9944213,,42,NEAR WEST SIDE,28,1172356.7014251,1901657.6373702,41.8855943,-87.642526,"(41.8855943, -87.642526)"
National Latino Education Institute,Employment Preparation and Placement Program,Workforce Services,National Latino Education Institute,2011 W PERSHING RD,2011,W,PERSHING,RD,,Chicago,IL,60609,77324700707,243,12,NEW CITY,61,1163532.9370498,1878774.2283279,41.8229903,-87.6755722,"(41.8229903, -87.6755722)"
New Moms Inc,Transitional Jobs Program,Workforce Services,"New Moms, Inc.",4015 W CARROLL AVE,4015,W,CARROLL,AVE,,Chicago,IL,60624,773 2523253,142,28,WEST GARFIELD PARK,26,1149488.7251725,1901891.4897784,41.8867105,-87.7264959,"(41.8867105, -87.7264959)"
North Lawndale Employment Network,Employment Preparation and Placement Program,Workforce Services,North Lawndale Employment Network,3721 W FLOURNOY ST,3721,W,FLOURNOY,ST,,Chicago,IL,60624,773 6381806,,24,EAST GARFIELD PARK,27,1151571.9584084,1896733.6236736,41.872516,-87.7189813,"(41.872516, -87.7189813)"
North Lawndale Employment Network,Industry-Specific Training and Placement Program,Workforce Services,North Lawndale Employment Network,3721 W FLOURNOY ST,3721,W,FLOURNOY,ST,,Chicago,IL,60624,773 6381806,,24,EAST GARFIELD PARK,27,1151571.9584084,1896733.6236736,41.872516,-87.7189813,"(41.872516, -87.7189813)"
North Lawndale Employment Network,Transitional Jobs Program,Workforce Services,North Lawndale Employment Network,3721 W FLOURNOY ST,3721,W,FLOURNOY,ST,,Chicago,IL,60624,773 6381806,,24,EAST GARFIELD PARK,27,1151571.9584084,1896733.6236736,41.872516,-87.7189813,"(41.872516, -87.7189813)"
Phalanx Family Services,Community Re-Entry Support Centers,Workforce Services,Phalanx Family Services,1201 W 115TH ST,1201,W,115TH,ST,,Chicago,IL,60643,773 2911086,27,34,WEST PULLMAN,53,1170374.6722082,1828484.2836344,41.6848417,-87.6519338,"(41.6848417, -87.6519338)"
Phalanx Family Services,Employment Preparation and Placement Program,Workforce Services,Phalanx Family Services,1201 W 115TH ST,1201,W,115TH,ST,,Chicago,IL,60643,773 2911086,27,34,WEST PULLMAN,53,1170374.6722082,1828484.2836344,41.6848417,-87.6519338,"(41.6848417, -87.6519338)"
Phalanx Family Services,Industry-Specific Training and Placement Program,Workforce Services,Phalanx Family Services,1201 W 115TH ST,1201,W,115TH,ST,,Chicago,IL,60643,773 2911086,27,34,WEST PULLMAN,53,1170374.6722082,1828484.2836344,41.6848417,-87.6519338,"(41.6848417, -87.6519338)"
Polish American Association,Employment Preparation and Placement Program,Workforce Services,Polish American Association Counseling and Case Management,3834 N CICERO AVE,3834,N,CICERO,AVE,,Chicago,IL,60641,7732821122,,45,PORTAGE PARK,15,1143639.8421848,1925216.5248512,41.9508283,-87.7473896,"(41.9508283, -87.7473896)"
Polish American Association,Industry-Specific Training and Placement Program,Workforce Services,Polish American Association Counseling and Case Management,3834 N CICERO AVE,3834,N,CICERO,AVE,,Chicago,IL,60641,7732821122,,45,PORTAGE PARK,15,1143639.8421848,1925216.5248512,41.9508283,-87.7473896,"(41.9508283, -87.7473896)"
Safer Foundation,Employment Preparation and Placement Program,Workforce Services,The Safer Foundation,571 W JACKSON ,571,W,JACKSON,,,Chicago,IL,60661,3129227665,,42,NEAR WEST SIDE,28,1172398.9219564,1898852.0804069,41.8778947,-87.6424539,"(41.8778947, -87.6424539)"
Safer Foundation,Neighborhood Clean-up,Workforce Services,Safer Foundation,571 W JACKSON BLVD,571,W,JACKSON,BLVD,,Chicago,IL,60661,312 4317665,,42,NEAR WEST SIDE,28,1172398.9219564,1898852.0804069,41.8778947,-87.6424539,"(41.8778947, -87.6424539)"
Skills for Chicagoland's Future,Employment Preparation and Placement Program,Workforce Services,Skills for Chicagoland's Future,191 N WACKER DR,191,N,WACKER,DR,1150,Chicago,IL,60606,3129067211,,42,LOOP,32,1173949.8170613,1901648.7276973,41.8855345,-87.6366761,"(41.8855345, -87.6366761)"
St. Leonard's Ministries,Employment Preparation and Placement Program,Workforce Services,St. Leonard's Ministries,2100 W WARREN BLVD,2100,W,WARREN,BLVD,,Chicago,IL,60612,312 2266270,11,27,NEAR WEST SIDE,28,1162372.1245666,1900380.2528094,41.8823037,-87.679227,"(41.8823037, -87.679227)"
St. Leonard's Ministries,Industry-Specific Training and Placement Program,Workforce Services,St. Leonard's Ministries,2100 W WARREN BLVD,2100,W,WARREN,BLVD,,Chicago,IL,60612,312 2266270,11,27,NEAR WEST SIDE,28,1162372.1245666,1900380.2528094,41.8823037,-87.679227,"(41.8823037, -87.679227)"
Streetwise,Transitional Jobs Program,Workforce Services,"Streetwise, Inc",4554 N BROADWAY AVE,4554,N,BROADWAY,AVE,,Chicago,IL,60640,7733346600,,46,UPTOWN,3,1168076.5905572,1930575.1127595,41.9650388,-87.6574062,"(41.9650388, -87.6574062)"
Teamwork Englewood,Community Re-Entry Support Centers,Workforce Services,Teamwork Englewood,815 W 63RD ST,815,W,63RD,ST,,Chicago,IL,60621,773 4886600,,20,ENGLEWOOD,68,1171864.3018585,1863038.615467,41.7796311,-87.6454698,"(41.7796311, -87.6454698)"
The CARA Program,Employment Preparation and Placement Program,Workforce Services,The CARA Program,237 W DESPLAINES ST,237,W,DESPLAINES,ST,,Chicago,IL,60661,312 7983336,,42,NEAR WEST SIDE,28,1172014.8043522,1898941.8079874,41.8781494,-87.6438616,"(41.8781494, -87.6438616)"
The CARA Program,Industry-Specific Training and Placement Program,Workforce Services,The CARA Program,237 W DESPLAINES ST,237,W,DESPLAINES,ST,,Chicago,IL,60661,312 7983336,,42,NEAR WEST SIDE,28,1172014.8043522,1898941.8079874,41.8781494,-87.6438616,"(41.8781494, -87.6438616)"
The CARA Program,Transitional Jobs Program,Workforce Services,The CARA Program,237 W DESPLAINES ST,237,W,DESPLAINES,ST,,Chicago,IL,60661,312 7983336,,42,NEAR WEST SIDE,28,1172014.8043522,1898941.8079874,41.8781494,-87.6438616,"(41.8781494, -87.6438616)"
The Catholic Bishop of Chicago - St. Sabina,Employment Preparation and Placement Program,Workforce Services,Catholic Bishop of Chicago - St Sabina,7825 S RACINE AVE,7825,S,RACINE,AVE,1153 W 79th,Chicago,IL,60620,7737833760,,17,AUBURN GRESHAM,71,1169722.0837027,1852812.6291742,41.7516164,-87.6536197,"(41.7516164, -87.6536197)"
The Chicago Lighthouse for People Who are Blind or Visually Impaired,Transitional Jobs Program,Workforce Services,Chicago Lighthouse for People Who Are Blind,1850 W ROOSEVELT RD,1850,W,ROOSEVELT,RD,,Chicago,IL,60608,3127430300,,27,NEAR WEST SIDE,28,1164024.9408458,1894781.602409,41.8669058,-87.6733159,"(41.8669058, -87.6733159)"
"The Ethiopian Community Association of Chicago, Inc.",Employment Preparation and Placement Program,Workforce Services,"Ethiopian Community Association of Chicago, Inc.",1730 W GREENLEAF AVE,1730,W,GREENLEAF,AVE,,Chicago,IL,60626,7735080309,122,49,ROGERS PARK,1,1163535.310995,1947041.3328943,42.0103198,-87.673637,"(42.0103198, -87.673637)"
"The Ethiopian Community Association of Chicago, Inc.",Industry-Specific Training and Placement Program,Workforce Services,"Ethiopian Community Association of Chicago, Inc.",1730 W GREENLEAF AVE,1730,W,GREENLEAF,AVE,,Chicago,IL,60626,7735080309,122,49,ROGERS PARK,1,1163535.310995,1947041.3328943,42.0103198,-87.673637,"(42.0103198, -87.673637)"
The Salvation Army,Transitional Jobs Program,Workforce Services,The Salvation Army Harbor Light Center,1515 W MONROE AVE,1515,W,MONROE,AVE,,Chicago,IL,60607,312 2917660,,28,NEAR WEST SIDE,28,1166237.8195675,1899601.7219593,41.8800857,-87.6650544,"(41.8800857, -87.6650544)"
Universal Family Connection,Employment Preparation and Placement Program,Workforce Services,"Universal Family Connection, Inc.",1350 W 103RD ST,1350,W,103RD,ST,,Chicago,IL,60643,7738813379,,34,BEVERLY,72,1168966.8776861,1836504.3602054,41.7068805,-87.6568568,"(41.7068805, -87.6568568)"
Westside Health Authority,Community Re-Entry Support Centers,Workforce Services,Westside Health Authority,5816 W DIVISION ST,5816,W,DIVISION,ST,,Chicago,IL,60651,773 7860226,2107,29,AUSTIN,25,1137251.6216739,1907441.6235056,41.9021694,-87.7713009,"(41.9021694, -87.7713009)"
Westside Health Authority,Employment Preparation and Placement Program,Workforce Services,Westside Health Authority,5816 W DIVISION ST,5816,W,DIVISION,ST,,Chicago,IL,60651,773 7860226,2107,29,AUSTIN,25,1137251.6216739,1907441.6235056,41.9021694,-87.7713009,"(41.9021694, -87.7713009)"
Westside Health Authority,Transitional Jobs Program,Workforce Services,Westside Health Authority,5816 W DIVISION ST,5816,W,DIVISION,ST,,Chicago,IL,60651,773 7860226,2107,29,AUSTIN,25,1137251.6216739,1907441.6235056,41.9021694,-87.7713009,"(41.9021694, -87.7713009)"
"826CHI,Inc.,NFP",Out of School Time Programming - School Year Only,Youth Services,"826Chi, Inc. NFP",1331 S MILWAUKEE AVE,1331,S,MILWAUKEE,AVE,,Chicago,IL,60622,7737728108,,1,WEST TOWN,24,1164656.1188596,1909080.1331553,41.9061288,-87.6705934,"(41.9061288, -87.6705934)"
"A Knock at Midnight, NFP",One Summer Chicago +PLUS Program,Youth Services,"A Knock At Midnight, NFP",400 W 76TH ST,400,W,76TH,ST,,Chicago,IL,60620,7734882960,7732942960,6,GREATER GRAND CROSSING,69,1174924.165057,1854583.8547936,41.7563625,-87.6345038,"(41.7563625, -87.6345038)"
A Safe Haven Foundation,Mentoring,Youth Services,A Safe Haven Foundation,2750 W ROOSEVELT RD,2750,W,ROOSEVELT,RD,,Chicago,IL,60608,7734358344,,28,NORTH LAWNDALE,29,1157979.1583299,1894633.6042004,41.8666251,-87.6955148,"(41.8666251, -87.6955148)"
A Safe Haven Foundation,One Summer Chicago +PLUS Program,Youth Services,A Safe Haven Foundation,2750 W ROOSEVELT RD,2750,W,ROOSEVELT,RD,,Chicago,IL,60608,7734358355,,28,NORTH LAWNDALE,29,1157979.1583299,1894633.6042004,41.8666251,-87.6955148,"(41.8666251, -87.6955148)"
Access Living of Metropolitan Chicago,Mentoring,Youth Services,Access Living of Metropolitan Chicago,115 W CHICAGO AVE,115,W,CHICAGO,AVE,,Chicago,IL,60654,3126402100,,2,NEAR NORTH SIDE,8,1175237.1948214,1905661.7076374,41.8965176,-87.6318282,"(41.8965176, -87.6318282)"
"After School Matters, Inc.",After School Program,Youth Services,After School Matters,66 E RANDOLPH ST,66,E,RANDOLPH,ST,,Chicago,IL,60601,3122395229,,42,LOOP,32,1177002.817324,1901336.2446631,41.8846085,-87.6254745,"(41.8846085, -87.6254745)"
"After School Matters, Inc.",Summer Youth Program,Youth Services,After School Matters,66 E RANDOLPH ST,66,E,RANDOLPH,ST,,Chicago,IL,60601,3122395229,,42,LOOP,32,1177002.817324,1901336.2446631,41.8846085,-87.6254745,"(41.8846085, -87.6254745)"
"Albany Park Community Center, Incorporated",Behavioral Health Support (At-Risk Youth),Youth Services,"Albany Park Community Center, Inc.",1945 S WILSON AVE,1945,S,WILSON,AVE,,Chicago,IL,60640,7734333248,,47,LINCOLN SQUARE,4,1162485.6650882,1930518.0180766,41.9650014,-87.6779643,"(41.9650014, -87.6779643)"
Alliance for Community Peace,CHA After School Program,Youth Services,Alliance for Community Peace,509 W ELM ST,509,W,ELM,ST,,Chicago,IL,60610,7738468830,,27,NEAR NORTH SIDE,8,1172563.3411047,1907843.6812368,41.9025646,-87.641584,"(41.9025646, -87.641584)"
Alliance for Community Peace,Out of School Time Programming - Year Round,Youth Services,Alliance for Community Peace,509 W ELM ST,509,W,ELM,ST,,Chicago,IL,60610,7738468830,,27,NEAR NORTH SIDE,8,1172563.3411047,1907843.6812368,41.9025646,-87.641584,"(41.9025646, -87.641584)"
Alternatives Inc.,Greencorps Program,Youth Services,"Alternatives, Inc.",4730 N SHERIDAN RD,4730,N,SHERIDAN,RD,,Chicago,IL,60640,7735067474,,46,UPTOWN,3,1168733.7679772,1931709.4970701,41.9681374,-87.654957,"(41.9681374, -87.654957)"
Alternatives Inc.,One Summer Chicago +PLUS Program,Youth Services,"Alternatives, Inc.",4730 N SHERIDAN RD,4730,N,SHERIDAN,RD,,Chicago,IL,60640,7735067474,,46,UPTOWN,3,1168733.7679772,1931709.4970701,41.9681374,-87.654957,"(41.9681374, -87.654957)"
Alternatives Inc.,Out of School Time Programming - Summer Only,Youth Services,"Alternatives, Inc.",4730 N SHERIDAN RD,4730,N,SHERIDAN,RD,,Chicago,IL,60640,7735067474,,46,UPTOWN,3,1168733.7679772,1931709.4970701,41.9681374,-87.654957,"(41.9681374, -87.654957)"
Alternatives Inc.,RISE,Youth Services,"Alternatives, Inc.",4730 N SHERIDAN RD,4730,N,SHERIDAN,RD,,Chicago,IL,60640,7735067474,,46,UPTOWN,3,1168733.7679772,1931709.4970701,41.9681374,-87.654957,"(41.9681374, -87.654957)"
Alternatives Inc.,Summer Youth Employment Program,Youth Services,"Alternatives, Inc.",4730 N SHERIDAN RD,4730,N,SHERIDAN,RD,,Chicago,IL,60640,7735067474,,46,UPTOWN,3,1168733.7679772,1931709.4970701,41.9681374,-87.654957,"(41.9681374, -87.654957)"
American Indian Center,Out of School Time Programming - Summer and School Breaks,Youth Services,"American Indian Center, Inc.",1630 E WILSON AVE,1630,E,WILSON,AVE,,Chicago,IL,60609,7732755871,,47,UPTOWN,3,1164465.1179005,1930651.5292507,41.9653259,-87.6706825,"(41.9653259, -87.6706825)"
Arab American Action Network,Out of School Time Programming - Year Round,Youth Services,Arab American Action Network (AAAN),8010 S KOSTNER AVE,8010,S,KOSTNER,AVE,,Chicago,IL,60652,7734366060,,18,ASHBURN,70,1148427.1652231,1851012.2146084,41.7471109,-87.7317025,"(41.7471109, -87.7317025)"
