,facility_name,address,community_area,phone_number,zipcode,operation_time,longitude,latitude,x_coordinate,y_coordinate,service_type,notes
1885,PRINZ (TOBEY) BEACH,,,,,,-87.65748605,42.00589177,,,park,BEACH/  
1886,PRIVET,,,,,,-87.65346779,41.91505884,,,park,PLAYGROUND PARK/  
1887,PROSPECT GARDENS,,,,,,-87.66838495,41.69414001,,,park,GARDEN/  
1888,PULASKI (CASIMER),,,,,,-87.66360564,41.90595021,,,park,ARCHERY RANGE/  BASEBALL JR/SOFTBALL/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  POOL (OUTDOOR)/  SPRAY FEATURE/  WATER PLAYGROUND/  
1889,QUINN (MARY),,,,,,-87.77049895,41.99535482,,,park,NATURE/BIRD SANCTUARY/  
1890,RAILROAD JUNCTION,,,,,,-87.60460629,41.76115292,,,park,PLAYGROUND PARK/  
1891,RAINBOW BEACH,,,,,,-87.55438777,41.76019864,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  BEACH/  BOAT LAUNCH NON-MOTORIZED/  COMMUNITY GARDEN/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GAME TABLES/  GYMNASIUM/  HANDBALL/RACQUET (OUT)/  PLAYGROUND/  TENNIS COURT/  
1892,RAINEY (EDWARD),,,,,,-87.72936117,41.75045845,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  TENNIS COURT/  VOLLEYBALL (SAND)/  
1893,RAVENSWOOD MANOR,,,,,,-87.70061342,41.96531251,,,park,COMMUNITY GARDEN/  PLAYGROUND/  
1894,RENAISSANCE,,,,,,-87.65629074,41.75072179,,,park,GARDEN/  
1895,REVERE (PAUL),,,,,,-87.69235621,41.95287172,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  TENNIS COURT/  
1896,REYES (GUADALUPE),,,,,,-87.64774874,41.85648,,,park,BASKETBALL BACKBOARD/  BASKETBALL COURT/  GAME TABLES/  
1897,RIDGE,,,,,,-87.6677894,41.71861556,,,park,BASEBALL JR/SOFTBALL/  CULTURAL CENTER/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GALLERY/  GYMNASIUM/  PLAYGROUND/  POOL (INDOOR)/  TENNIS COURT/  
1898,RIDGE PARK WETLANDS,,,,,,-87.66799106,41.72020070000001,,,park,WETLAND AREA/  
1899,RIIS (JACOB),,,,,,-87.77870677,41.92422225,,,park,ARTIFICIAL TURF FIELD/  BASEBALL SR/  CASTING PIER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  ICESKATING/  LAGOON/  PLAYGROUND/  POOL (OUTDOOR)/  TENNIS COURT/  TRACK/  WATER PLAYGROUND/  
1900,RIVER,,,,,,-87.70479225,41.97374854,,,park,ARTIFICIAL TURF FIELD/  BOAT LAUNCH NON-MOTORIZED/  CASTING PIER/  DOG FRIENDLY AREA/  GYMNASIUM/  PLAYGROUND/  POOL (OUTDOOR)/  TENNIS COURT/  TRACK/  VOLLEYBALL (SAND)/  WATER PLAYGROUND/  
1901,ROBERTS (DANIEL) SQUARE,,,,,,-87.75912837,41.97195466,,,park,PLAYGROUND/  SPRAY FEATURE/  
1902,ROBICHAUX (JOSEPH),,,,,,-87.63408728,41.72629876,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  GYMNASIUM/  PLAYGROUND/  SLED HILL/  SPRAY FEATURE/  TENNIS COURT/  
1903,ROBINSON (JACKIE),,,,,,-87.64875081,41.70138553,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  PLAYGROUND/  
1904,ROGERS (PHILLIP),,,,,,-87.69351831,42.01366022,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  TENNIS COURT/  
1905,ROGERS (PHILLIP) BEACH,,,,,,-87.66471496,42.02148479,,,park,BEACH/  TENNIS COURT/  
1906,RONAN (GEORGE),,,,,,-87.70368991,41.97107592,,,park,PLAYGROUND/  
1907,ROOSEVELT (THEODORE),,,,,,-87.63013025,41.86777167,,,park,TENNIS COURT/  
1908,ROSEDALE,,,,,,-87.78589999,41.98904471,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  SPRAY FEATURE/  TENNIS COURT/  
1909,ROSENBLUM (J. LESLIE),,,,,,-87.57741971,41.75743269,,,park,ARTIFICIAL TURF FIELD/  BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  PLAYGROUND/  SPRAY FEATURE/  TENNIS COURT/  
1910,ROWAN (WILLIAM),,,,,,-87.53816741,41.68606146,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  ICESKATING/  PLAYGROUND/  SPRAY FEATURE/  
1911,RUSSELL (MARTIN) SQUARE,,,,,,-87.54958448,41.74315353,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  POOL (OUTDOOR)/  TENNIS COURT/  VOLLEYBALL/  
1912,RUTHERFORD SAYRE,,,,,,-87.79592927,41.92055712,,,park,BASEBALL JR/SOFTBALL/  COMMUNITY GARDEN/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  SPORT ROLLER COURT/  SPRAY FEATURE/  TENNIS COURT/  
1913,SACRAMENTO,,,,,,-87.70338152,41.94573636,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  PLAYGROUND/  
1914,SAINT LOUIS,,,,,,-87.71351749,41.88787124,,,park,BASKETBALL BACKBOARD/  BASKETBALL COURT/  PLAYGROUND/  SPRAY FEATURE/  
1915,SAUGANASH,,,,,,-87.73720856,41.98822461,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  TENNIS COURT/  
1916,SCHAEFER (EDWARD),,,,,,-87.66903547,41.92574584,,,park,PLAYGROUND PARK/  
1917,SCHREIBER,,,,,,-87.66883658,41.9986378,,,park,BASKETBALL BACKBOARD/  BASKETBALL COURT/  COMMUNITY GARDEN/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  SPRAY FEATURE/  
1918,SCOTTSDALE,,,,,,-87.73608435,41.74165381,,,park,BASEBALL JR/SOFTBALL/  BOXING CENTER/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  
1919,SENECA,,,,,,-87.62241357,41.89700577,,,park,PLAYGROUND/  
1920,SENIOR CITIZENS MEML.,,,,,,-87.6856746,41.92273783,,,park,GAME TABLES/  SHUFFLEBOARD/  
1921,"SENKA (EDWARD ""DUKE"")",,,,,,-87.71297516,41.79182702,,,park,ARTIFICIAL TURF FIELD/  BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  GYMNASIUM/  PLAYGROUND/  SPRAY FEATURE/  VOLLEYBALL/  
1922,SENN (NICHOLAS),,,,,,-87.66763956,41.98853327,,,park,ARTIFICIAL TURF FIELD/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  COMMUNITY GARDEN/  PLAYGROUND/  SPRAY FEATURE/  TENNIS COURT/  
1923,SEWARD (WILLIAM),,,,,,-87.63853339,41.90224691,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  BOXING CENTER/  GYMNASIUM/  PLAYGROUND/  SPRAY FEATURE/  
1924,SHABBONA,,,,,,-87.80030571,41.94337935,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  GYMNASTIC CENTER/  HORSESHOE COURT/  PLAYGROUND/  POOL (INDOOR)/  SPRAY FEATURE/  TENNIS COURT/  
1925,SHEDD (JOHN G.),,,,,,-87.71634759,41.85024744,,,park,BASKETBALL BACKBOARD/  BASKETBALL COURT/  GYMNASIUM/  PLAYGROUND/  SPRAY FEATURE/  
1926,SHEIL (BERNARD) COMM. CTR.,,,,,,-87.66367423,41.94573658,,,park,GYMNASIUM/  PLAYGROUND/  
1927,SHERIDAN (PHILIP HENRY),,,,,,-87.65463617,41.870542799999996,,,park,ARTIFICIAL TURF FIELD/  BASEBALL JR/SOFTBALL/  BOCCE COURT/  BOXING CENTER/  FITNESS CENTER/  GYMNASIUM/  HORSESHOE COURT/  PLAYGROUND/  POOL (INDOOR)/  SPORT ROLLER COURT/  TENNIS COURT/  
1928,SHERMAN (JOHN),,,,,,-87.65620622,41.79828481,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  CASTING PIER/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  HANDBALL/RACQUET (OUT)/  LAGOON/  PLAYGROUND/  POOL (OUTDOOR)/  SPRAY FEATURE/  TENNIS COURT/  TRACK/  VOLLEYBALL/  
1929,SHERWOOD (JESSE),,,,,,-87.63502692,41.79046075,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  VOLLEYBALL (SAND)/  WATER PLAYGROUND/  
1930,SIMONS (ALMIRA),,,,,,-87.71540746,41.91133173,,,park,BASKETBALL BACKBOARD/  BASKETBALL COURT/  BOXING CENTER/  GYMNASIUM/  GYMNASTIC CENTER/  PLAYGROUND/  SPRAY FEATURE/  
1931,SINTIC (GREGORY),,,,,,-87.64119008,41.84251547,,,park,PLAYGROUND PARK/  
1932,SKINNER (MARK),,,,,,-87.66028171,41.88000696,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  COMMUNITY GARDEN/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  SPRAY FEATURE/  
1933,SMITH (JOSEPH HIGGINS),,,,,,-87.69059855,41.89308324,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  POOL (OUTDOOR)/  SPRAY FEATURE/  TENNIS COURT/  
1934,SMITH (WENDELL),,,,,,-87.63123322,41.71401235,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  PLAYGROUND/  
1935,SNAPPING TURTLE,,,,,,-87.7043357,41.89147387,,,park,PLAYGROUND PARK/  
1936,SNOWBERRY,,,,,,-87.6741771,41.89381409,,,park,COMMUNITY GARDEN/  PLAYGROUND PARK/  SPRAY FEATURE/  
1937,SOUTH LAKEVIEW,,,,,,-87.66146411,41.93371267,,,park,BASKETBALL BACKBOARD/  BASKETBALL COURT/  PLAYGROUND/  
1938,SOUTH SHORE CULTL. CTR.,,,,,,-87.56043463,41.76797799,,,park,BEACH/  COMMUNITY GARDEN/  CULTURAL CENTER/  GALLERY/  GOLF COURSE/  NATURE/BIRD SANCTUARY/  
1939,SPIKINGS FARM,,,,,,-87.72835834,41.96679581,,,park,PLAYGROUND PARK/  
1940,SPRUCE,,,,,,-87.58991075,41.798901,,,park,PLAYGROUND/  
1941,STANTON (EDWIN),,,,,,-87.64475386,41.90613882,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  POOL (INDOOR)/  SPRAY FEATURE/  
1942,STARR (ELLEN GATES),,,,,,-87.68452284,41.88365858,,,park,PLAYGROUND/  SPRAY FEATURE/  
1943,STARS & STRIPES,,,,,,-87.79789736,41.79885175,,,park,BASEBALL JR/SOFTBALL/  FITNESS COURSE/  PLAYGROUND/  SPRAY FEATURE/  VOLLEYBALL (SAND)/  
1944,STOUT (FLORENCE),,,,,,-87.60045915,41.79674443,,,park,BASEBALL JR/SOFTBALL/  PLAYGROUND/  
1945,STROHACKER (HOWARD),,,,,,-87.73237666,41.794124700000005,,,park,BASEBALL JR/SOFTBALL/  FOOTBALL/SOCCER COMBO FLD/  HORSESHOE COURT/  PLAYGROUND/  SPRAY FEATURE/  VOLLEYBALL/  
1946,SUMAC,,,,,,-87.61019083,41.81830022,,,park,PLAYGROUND PARK/  
1947,SUMMERDALE,,,,,,-87.80902722,41.97768601,,,park,PLAYGROUND PARK/  
1948,SUN YAT-SEN,,,,,,-87.6345479,41.84809487,,,park,GAME TABLES/  PLAYGROUND/  
1949,SUPERA,,,,,,-87.65888886,41.92800062,,,park,PLAYGROUND PARK/  
1950,SUPERIOR,,,,,,-87.67974892,41.89466516,,,park,PLAYGROUND PARK/  
1951,SWEET CLOVER,,,,,,-87.75463691,41.89286344,,,park,PLAYGROUND PARK/  
1952,SYCAMORE,,,,,,-87.59926748,41.80181254,,,park,PLAYGROUND/  
1953,TAYLOR (ROBERT ROCHON),,,,,,-87.62803689,41.808310799999994,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  BOXING CENTER/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  POOL (OUTDOOR)/  TENNIS COURT/  
1954,"TAYLOR-LAURIDSEN (JOHN, EMIL)",,,,,,-87.64347843,41.81876951,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  SPRAY FEATURE/  
1955,THE GROVE,,,,,,-87.64825676,41.74069272,,,park,PLAYGROUND PARK/  
1956,THROOP (AMOS GAGER),,,,,,-87.6583787,41.85719436,,,park,BASKETBALL BACKBOARD/  BASKETBALL COURT/  PLAYGROUND/  SPRAY FEATURE/  
1957,THUIS (GRACE ZWIEFKA),,,,,,-87.7523262,41.96770828,,,park,PLAYGROUND/  
1958,TILL-MOBLEY (MAMIE),,,,,,-87.60065701,41.778231,,,park,BASKETBALL BACKBOARD/  BASKETBALL COURT/  PLAYGROUND/  
1959,TILTON (GEORGE),,,,,,-87.73493442,41.885292299999996,,,park,BASKETBALL BACKBOARD/  BASKETBALL COURT/  COMMUNITY GARDEN/  PLAYGROUND/  SPRAY FEATURE/  
1960,TOM (PING) MEML.,,,,,,-87.63453751,41.858177399999995,,,park,BASEBALL JR/SOFTBALL/  BOAT LAUNCH NON-MOTORIZED/  FITNESS CENTER/  GYMNASIUM/  PLAYGROUND/  POOL (INDOOR)/  
1961,TOUHY (PATRICK),,,,,,-87.67360098,42.01483425,,,park,BASEBALL JR/SOFTBALL/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  TENNIS COURT/  
1962,"TOUHY-HERBERT (JOHN, VICTOR)",,,,,,-87.67954276,41.87944397,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  PLAYGROUND/  SPRAY FEATURE/  
1963,TREBES,,,,,,-87.65749294,41.92246986,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  COMMUNITY GARDEN/  GYMNASIUM/  
1964,TRIANGLE,,,,,,-87.67524371,42.02269371,,,park,COMMUNITY GARDEN/  FITNESS COURSE/  
1965,TRUMBULL (LYMAN),,,,,,-87.56444688,41.70593322,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  BOXING CENTER/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  POOL (OUTDOOR)/  SPORT ROLLER COURT/  SPRAY FEATURE/  TENNIS COURT/  TRACK/  
1966,TULEY (MURRAY),,,,,,-87.61119532,41.730157500000004,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  CULTURAL CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  POOL (OUTDOOR)/  SPRAY FEATURE/  TENNIS COURT/  
1967,UNION,,,,,,-87.6645254,41.88398864,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  COMMUNITY GARDEN/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  HORSESHOE COURT/  PLAYGROUND/  POOL (OUTDOOR)/  SPRAY FEATURE/  TENNIS COURT/  
1968,UNITY,,,,,,-87.71261205,41.92962355,,,park,COMMUNITY GARDEN/  PLAYGROUND/  SPRAY FEATURE/  
1969,VALLEY FORGE,,,,,,-87.79696425,41.784038,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  COMMUNITY GARDEN/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  HORSESHOE COURT/  PLAYGROUND/  SHUFFLEBOARD/  TENNIS COURT/  VOLLEYBALL/  
1970,VETERANS' MEMORIAL,,,,,,-87.55534037,41.71756519,,,park,BASEBALL JR/SOFTBALL/  BOCCE COURT/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  SPORT ROLLER COURT/  SPRAY FEATURE/  
1971,VIOLET,,,,,,-87.72873494,41.86932981,,,park,PLAYGROUND/  SPRAY FEATURE/  
1972,VITTUM (HARRIET ELIZABETH),,,,,,-87.74818197,41.80272726,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  HORSESHOE COURT/  PLAYGROUND/  SPRAY FEATURE/  TENNIS COURT/  VOLLEYBALL/  
1973,VOGLE (HENRY JR.),,,,,,-87.68174573,41.96889502,,,park,GAME TABLES/  PLAYGROUND PARK/  
1974,WAGNER (CLARENCE),,,,,,-87.64980039,41.80175868,,,park,PLAYGROUND/  SPRAY FEATURE/  
1975,WALLACE,,,,,,-87.63894903,41.7268092,,,park,PLAYGROUND/  SPRAY FEATURE/  
1976,WALNUT,,,,,,-87.71908932,41.81137023,,,park,PLAYGROUND/  SPORT ROLLER COURT/  
1977,WALSH (JOHN),,,,,,-87.66808657,41.91398459,,,park,DOG FRIENDLY AREA/  PLAYGROUND/  
1978,WANG (CHI CHE),,,,,,-87.67287583,41.93324277,,,park,PLAYGROUND/  
1979,WARD (A. MONTGOMERY),,,,,,-87.64312434,41.89428702,,,park,DOG FRIENDLY AREA/  PLAYGROUND/  SPRAY FEATURE/  
1980,WARNER GARDEN,,,,,,-87.66622201,41.95728837,,,park,GARDEN/  
1981,WARREN (LAURENCE),,,,,,-87.68867576,42.0022408,,,park,BASEBALL BATTING CAGE/  BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  COMMUNITY GARDEN/  CRICKET FIELD/  CROQUET/  FITNESS COURSE/  FOOTBALL/SOCCER COMBO FLD/  GAME TABLES/  GOLF COURSE/  GOLF PUTTING GREEN/  GYMNASIUM/  HANDBALL/RACQUET (IN)/  HORSESHOE COURT/  ICESKATING/  PLAYGROUND/  SHUFFLEBOARD/  SLED HILL/  TENNIS COURT/  
1982,WASHINGTON (DINAH),,,,,,-87.57665277,41.74554785,,,park,PLAYGROUND PARK/  
1983,WASHINGTON (GEORGE),,,,,,-87.61547565,41.78631278,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  CASTING PIER/  COMMUNITY GARDEN/  CRICKET FIELD/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GAME TABLES/  GARDEN/  GYMNASIUM/  HANDBALL/RACQUET (IN)/  LAGOON/  PLAYGROUND/  POOL (INDOOR)/  POOL (OUTDOOR)/  SPORT ROLLER COURT/  SPRAY FEATURE/  TENNIS COURT/  WATER SLIDE/  WETLAND AREA/  
1984,WASHINGTON (HAROLD),,,,,,-87.58265863,41.802174900000004,,,park,GAME TABLES/  MODEL YACHT BASIN/  PLAYGROUND/  SPRAY FEATURE/  TENNIS COURT/  
1985,WASHINGTON (HAROLD) MEM.,,,,,,-87.67338743,42.02149093,,,park,PLAYGROUND PARK/  
1986,WASHTENAW,,,,,,-87.69174854,41.84581846,,,park,BASEBALL JR/SOFTBALL/  PLAYGROUND/  SPRAY FEATURE/  
1987,WEBSTER (DANIEL),,,,,,-87.62209402,41.86445278,,,park,COMMUNITY GARDEN/  
1988,WEISMAN (ALBERT),,,,,,-87.65188563,41.93519404,,,park,PLAYGROUND PARK/  SPRAY FEATURE/  
1989,WELLES (GIDEON),,,,,,-87.68752202,41.96281324,,,park,BASEBALL JR/SOFTBALL/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  HORSESHOE COURT/  PLAYGROUND/  POOL (INDOOR)/  SPRAY FEATURE/  TENNIS COURT/  VOLLEYBALL (SAND)/  
1990,WENDT (KENNETH),,,,,,-87.64714158,41.94335655,,,park,PLAYGROUND PARK/  
1991,WENTWORTH (JOHN),,,,,,-87.77992693,41.78944392,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  ICESKATING/  PLAYGROUND/  SPRAY FEATURE/  TENNIS COURT/  
1992,WENTWORTH (JOHN) GARDENS,,,,,,-87.63247562,41.82548708,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  POOL (OUTDOOR)/  
1993,WESOLEK (MARLENE),,,,,,-87.53722239,41.65158492,,,park,PLAYGROUND/  
1994,WEST CHATHAM,,,,,,-87.63128423,41.74510458,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  SPRAY FEATURE/  TENNIS COURT/  WATER PLAYGROUND/  
1995,WEST LAWN,,,,,,-87.72905236,41.77274332,,,park,ARTIFICIAL TURF FIELD/  BASEBALL BATTING CAGE/  BASEBALL JR/SOFTBALL/  BASEBALL SR/  FITNESS CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  SPRAY FEATURE/  
1996,WEST PULLMAN,,,,,,-87.63197155,41.67006912,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  CULTURAL CENTER/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  NATURE/BIRD SANCTUARY/  PLAYGROUND/  POOL (INDOOR)/  SPRAY FEATURE/  TENNIS COURT/  
1997,WESTERN,,,,,,-87.68656124,41.89799778,,,park,PLAYGROUND PARK/  
1998,WHITE (EDWARD),,,,,,-87.64950836,41.67283448,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  SPRAY FEATURE/  TENNIS COURT/  
1999,WHITE (JESSE),,,,,,-87.63932223,41.89701862,,,park,GYMNASIUM/  GYMNASTIC CENTER/  
2000,WHITE (WILLYE B.),,,,,,-87.67137226,42.01991497,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FITNESS CENTER/  GYMNASIUM/  PLAYGROUND/  
2001,"WICKER (CHARLES, JOEL)",,,,,,-87.67623301,41.90787034,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  COMMUNITY GARDEN/  DOG FRIENDLY AREA/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  SPRAY FEATURE/  
2002,WIEBOLDT (WILLIAM),,,,,,-87.67291415,41.93658272,,,park,PLAYGROUND PARK/  
2003,WILDWOOD,,,,,,-87.77926049,42.00703405,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  GYMNASIUM/  PLAYGROUND/  SPRAY FEATURE/  TENNIS COURT/  
2004,WILLIAMS (DANIEL HALE),,,,,,-87.62906275,41.84313813,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  SPRAY FEATURE/  WATER PLAYGROUND/  
2005,"WILLIAMS-DAVIS (HATTIE KAY, IZORA)",,,,,,-87.59985157,41.82016897,,,park,GAME TABLES/  SPRAY FEATURE/  
2006,"WILLIAMS-DAVIS (HATTIE KAY,IZORA)",,,,,,-87.59972283,41.82025029,,,park,PLAYGROUND/  
2007,WILSON (FRANK),,,,,,-87.75894050000001,41.96386011,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  TENNIS COURT/  VOLLEYBALL (SAND)/  WATER PLAYGROUND/  
2008,WILSON (JOHN),,,,,,-87.65425434,41.83183243,,,park,PLAYGROUND/  SPRAY FEATURE/  
2009,WILSON (JOHN) COMM. CTR.,,,,,,-87.65562309999999,41.83535033,,,park,GYMNASIUM/  
2010,WINNEMAC,,,,,,-87.68183216,41.97379303,,,park,BASEBALL JR/SOFTBALL/  BASEBALL SR/  FOOTBALL/SOCCER COMBO FLD/  NATURE/BIRD SANCTUARY/  PLAYGROUND/  TENNIS COURT/  
2011,WOLCOTT (ALEXANDER),,,,,,-87.67099095,41.77423135,,,park,PLAYGROUND PARK/  
2012,WOLFE (RICHARD),,,,,,-87.54334315,41.69856694,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  BOCCE COURT/  FOOTBALL/SOCCER COMBO FLD/  HORSESHOE COURT/  PLAYGROUND/  SPRAY FEATURE/  
2013,WOOD (ELIZABETH),,,,,,-87.68338473,41.93470261,,,park,PLAYGROUND/  
2014,WOODHULL (ROSS),,,,,,-87.58382875,41.76178356,,,park,BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  SPRAY FEATURE/  TRACK/  
2015,WRIGHTWOOD,,,,,,-87.66639361,41.92781398,,,park,BASEBALL JR/SOFTBALL/  BASKETBALL BACKBOARD/  BASKETBALL COURT/  FOOTBALL/SOCCER COMBO FLD/  PLAYGROUND/  POOL (OUTDOOR)/  TRACK/  VOLLEYBALL (SAND)/  
2016,ZATTERBERG (HELEN),,,,,,-87.67288967,41.95927897,,,park,PLAYGROUND PARK/  
2017,Regional Senior Center (Northeast),2019 W Lawrence Ave,,(312) 744-0784,60625,Mon - Fri 8:30 A.M. To 4:30 P.M. Sat 9:00 A.M. To 4:00 P.M.,-87.67975768517618,41.968694977057105,,,warming center,Seniors Only At This Location
